# Constructed from biom file									
Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	controlA	controlB	maizA	maizB
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Gordtnkvirus	2	3	1	0
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Harrisonvirus	3	2	0	3
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Hk578virus	55	66	55	52
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Hk97virus	1	0	3	2
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Jenstvirus	24	19	17	23
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Jerseyvirus	26	46	29	29
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Jwxvirus	18	17	6	22
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__K1gvirus	5	7	3	7
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Kelleziovirus	15	7	10	13
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Kp36virus	28	20	32	35
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__L5virus	886	864	781	760
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Lambdavirus	139	143	212	150
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Liefievirus	3	4	8	5
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Likavirus	216	248	276	260
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Marvinvirus	19	18	17	18
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Mudcatvirus	24	15	22	20
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__N15virus	8	6	6	3
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Nonagvirus	27	15	22	22
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Np1virus	14	9	23	24
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Omegavirus	131	106	220	196
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__P12002virus	1	3	2	3
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__P12024virus	6	2	3	4
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__P23virus	10	37	24	37
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__P70virus	25	14	10	19
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Pa6virus	73	98	80	52
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Pamx74virus	69	68	113	111
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Patiencevirus	6	7	11	6
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Pbi1virus	7	5	4	4
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Pepy6virus	115	89	125	64
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Pg1virus	14	20	13	8
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Phayoncevirus	22	26	31	22
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Phic31virus	38	37	80	35
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Phicbkvirus	425	405	531	482
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Phietavirus	64	65	47	60
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Phifelvirus	5	2	3	5
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Phijl1virus	7	8	12	7
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Pipefishvirus	9	7	3	7
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Psavirus	1	3	2	0
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__R4virus	18	24	30	37
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Rdjlvirus	10	11	18	16
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Redivirus	5	8	6	6
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Rer2virus	1	3	3	1
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Rogue1virus	16	22	13	25
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Rosebushvirus	5	3	31	7
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Rtpvirus	12	16	12	13
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sap6virus	14	21	17	10
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Send513virus	16	19	16	17
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Septima3virus	47	52	87	72
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Seuratvirus	6	8	6	4
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sextaecvirus	31	24	28	31
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sfi11virus	10	8	13	7
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sfi21dt1virus	38	21	14	22
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sitaravirus	8	10	27	11
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sk1virus	30	28	29	34
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Slashvirus	27	36	34	43
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Smoothievirus	148	313	465	408
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Soupsvirus	6	2	0	5
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Sp31virus	10	6	9	12
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Spbetavirus	44	38	43	43
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Ssp2virus	5	14	11	14
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__T1virus	36	23	34	19
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__T5virus	177	181	163	142
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Tin2virus	47	37	41	52
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Titanvirus	8	5	8	8
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Tlsvirus	27	36	30	41
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Tm4virus	419	440	435	435
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Tp21virus	11	7	3	11
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Triavirus	8	9	10	4
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Vegasvirus	4	2	6	4
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Vendettavirus	13	16	16	14
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Wbetavirus	1	0	2	1
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Wildcatvirus	20	13	13	11
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Woesvirus	18	24	24	18
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Xp10virus	30	23	20	35
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Ydn12virus	17	37	60	28
k__Viruses	p__	c__	o__Caudovirales	f__Siphoviridae	g__Yuavirus	38	41	38	59
k__Viruses	p__	c__	o__Herpesvirales	f__Adenoviridae	g__Atadenovirus	34	30	24	38
k__Viruses	p__	c__	o__Herpesvirales	f__Adenoviridae	g__Aviadenovirus	121	96	79	105
k__Viruses	p__	c__	o__Herpesvirales	f__Adenoviridae	g__Mastadenovirus	360	301	264	301
k__Viruses	p__	c__	o__Herpesvirales	f__Adenoviridae	g__Siadenovirus	13	5	9	15
k__Viruses	p__	c__	o__Herpesvirales	f__Alloherpesviridae	g__Batrachovirus	138	147	124	144
k__Viruses	p__	c__	o__Herpesvirales	f__Alloherpesviridae	g__Cyprinivirus	202	207	202	172
k__Viruses	p__	c__	o__Herpesvirales	f__Alloherpesviridae	g__Ictalurivirus	14	22	17	23
k__Viruses	p__	c__	o__Herpesvirales	f__Ascoviridae	g__Ascovirus	95	80	77	83
k__Viruses	p__	c__	o__Herpesvirales	f__Ascoviridae	g__Toursvirus	36	28	39	21
k__Viruses	p__	c__	o__Herpesvirales	f__Baculoviridae	g__Alphabaculovirus	1126	1113	1018	962
k__Viruses	p__	c__	o__Herpesvirales	f__Baculoviridae	g__Betabaculovirus	556	509	594	538
k__Viruses	p__	c__	o__Herpesvirales	f__Baculoviridae	g__Deltabaculovirus	13	29	11	24
k__Viruses	p__	c__	o__Herpesvirales	f__Baculoviridae	g__Gammabaculovirus	78	76	93	86
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	386	380	368	400
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Iltovirus	70	82	79	86
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Lymphocryptovirus	75	77	75	74
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Macavirus	99	103	93	71
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	169	164	135	156
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Muromegalovirus	301	310	237	259
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Percavirus	111	102	95	110
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Proboscivirus	98	88	82	89
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	171	150	117	123
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Roseolovirus	85	95	99	93
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Scutavirus	41	23	30	33
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	357	381	319	349
k__Viruses	p__	c__	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	318	272	297	281
k__Viruses	p__	c__	o__Herpesvirales	f__Iridoviridae	g__Chloriridovirus	28	26	21	37
k__Viruses	p__	c__	o__Herpesvirales	f__Iridoviridae	g__Iridovirus	177	188	182	168
k__Viruses	p__	c__	o__Herpesvirales	f__Iridoviridae	g__Lymphocystivirus	78	86	96	70
k__Viruses	p__	c__	o__Herpesvirales	f__Iridoviridae	g__Megalocytivirus	91	84	70	88
k__Viruses	p__	c__	o__Herpesvirales	f__Iridoviridae	g__Ranavirus	80	99	76	49
k__Viruses	p__	c__	o__Herpesvirales	f__Malacoherpesviridae	g__Aurivirus	31	29	24	31
k__Viruses	p__	c__	o__Herpesvirales	f__Malacoherpesviridae	g__Ostreavirus	31	22	15	33
k__Viruses	p__	c__	o__Herpesvirales	f__Malacoherpesviridae	g__Pandoravirus	1690	1739	1718	1655
k__Viruses	p__	c__	o__Herpesvirales	f__Marseilleviridae	g__	247	247	229	251
k__Viruses	p__	c__	o__Herpesvirales	f__Marseilleviridae	g__Marseillevirus	898	820	777	890
k__Viruses	p__	c__	o__Herpesvirales	f__Mimiviridae	g__	442	399	406	402
k__Viruses	p__	c__	o__Herpesvirales	f__Mimiviridae	g__Cafeteriavirus	112	100	76	92
k__Viruses	p__	c__	o__Herpesvirales	f__Mimiviridae	g__Mimivirus	86	105	78	72
k__Viruses	p__	c__	o__Herpesvirales	f__Nudiviridae	g__	57	67	44	54
k__Viruses	p__	c__	o__Herpesvirales	f__Nudiviridae	g__Alphanudivirus	37	28	30	22
k__Viruses	p__	c__	o__Herpesvirales	f__Nudiviridae	g__Betanudivirus	30	32	31	20
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Alefpapillomavirus	0	0	0	3
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Alphapapillomavirus	23	22	13	14
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Betapapillomavirus	9	5	6	9
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Chipapillomavirus	14	8	10	6
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Deltapapillomavirus	11	7	8	7
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyochipapillomavirus	0	2	0	0
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyodeltapapillomavirus	1	0	0	0
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyoepsilonpapillomavirus	1	1	1	5
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyoetapapillomavirus	1	0	2	2
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyoiotapapillomavirus	5	3	4	4
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyokappapapillomavirus	1	0	3	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyolambdapapillomavirus	3	7	2	4
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyomupapillomavirus	16	20	14	14
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyonupapillomavirus	7	6	4	9
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyoomikronpapillomavirus	3	0	1	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyopipapillomavirus	3	1	0	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyorhopapillomavirus	7	1	1	2
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyosigmapapillomavirus	2	2	2	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyoxipapillomavirus	2	5	1	4
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Dyozetapapillomavirus	0	1	0	0
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Epsilonpapillomavirus	1	1	3	3
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Etapapillomavirus	1	2	2	3
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Gammapapillomavirus	48	48	31	30
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Iotapapillomavirus	3	1	1	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Kappapapillomavirus	6	2	1	2
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Lambdapapillomavirus	5	2	7	6
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Mupapillomavirus	1	1	0	0
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Nupapillomavirus	3	0	2	0
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Omegapapillomavirus	1	9	6	3
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Omikronpapillomavirus	5	1	3	4
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Phipapillomavirus	1	2	0	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Pipapillomavirus	5	3	8	6
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Psipapillomavirus	6	2	1	2
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Rhopapillomavirus	4	9	3	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Taupapillomavirus	8	5	4	2
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Thetapapillomavirus	2	2	3	2
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Treisepsilonpapillomavirus	0	1	0	0
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Treiskappapapillomavirus	9	4	1	3
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Treiszetapapillomavirus	1	1	1	1
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Upsilonpapillomavirus	3	1	4	5
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Xipapillomavirus	5	9	3	3
k__Viruses	p__	c__	o__Herpesvirales	f__Papillomaviridae	g__Zetapapillomavirus	1	0	0	0
k__Viruses	p__	c__	o__Herpesvirales	f__Phycodnaviridae	g__Chlorovirus	391	400	364	382
k__Viruses	p__	c__	o__Herpesvirales	f__Phycodnaviridae	g__Coccolithovirus	61	64	63	53
k__Viruses	p__	c__	o__Herpesvirales	f__Phycodnaviridae	g__Phaeovirus	73	76	65	72
k__Viruses	p__	c__	o__Herpesvirales	f__Phycodnaviridae	g__Prasinovirus	497	439	468	468
k__Viruses	p__	c__	o__Herpesvirales	f__Phycodnaviridae	g__Prymnesiovirus	62	54	49	60
k__Viruses	p__	c__	o__Herpesvirales	f__Pithoviridae	g__	86	100	79	66
k__Viruses	p__	c__	o__Herpesvirales	f__Pithoviridae	g__Pithovirus	237	200	237	196
k__Viruses	p__	c__	o__Herpesvirales	f__Polydnaviridae	g__Bracovirus	80	71	64	64
k__Viruses	p__	c__	o__Herpesvirales	f__Polydnaviridae	g__Ichnovirus	132	104	115	93
k__Viruses	p__	c__	o__Herpesvirales	f__Polyomaviridae	g__	23	13	28	36
k__Viruses	p__	c__	o__Herpesvirales	f__Polyomaviridae	g__Alphapolyomavirus	14	11	10	22
k__Viruses	p__	c__	o__Herpesvirales	f__Polyomaviridae	g__Betapolyomavirus	23	17	8	11
k__Viruses	p__	c__	o__Herpesvirales	f__Polyomaviridae	g__Deltapolyomavirus	3	0	1	2
k__Viruses	p__	c__	o__Herpesvirales	f__Polyomaviridae	g__Gammapolyomavirus	4	3	10	8
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Alphaentomopoxvirus	122	119	109	94
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Avipoxvirus	201	192	211	178
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Betaentomopoxvirus	83	88	66	79
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Capripoxvirus	84	81	67	73
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Centapoxvirus	127	130	129	145
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Cervidpoxvirus	29	29	24	29
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Crocodylidpoxvirus	57	53	45	49
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Leporipoxvirus	60	55	40	46
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Molluscipoxvirus	46	48	43	42
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Orthopoxvirus	151	158	146	151
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Parapoxvirus	203	172	197	198
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Suipoxvirus	16	24	20	24
k__Viruses	p__	c__	o__Herpesvirales	f__Poxviridae	g__Yatapoxvirus	32	39	40	41
k__Viruses	p__	c__	o__Herpesvirales	f__Sphaerolipoviridae	g__Alphasphaerolipovirus	59	47	47	39
k__Viruses	p__	c__	o__Herpesvirales	f__Sphaerolipoviridae	g__Betasphaerolipovirus	3	3	2	2
k__Viruses	p__	c__	o__Herpesvirales	f__Sphaerolipoviridae	g__Gammasphaerolipovirus	21	20	35	51
k__Viruses	p__	c__	o__Ligamenvirales	f__Ampullaviridae	g__Ampullavirus	16	17	10	6
k__Viruses	p__	c__	o__Ligamenvirales	f__Asfarviridae	g__Asfivirus	30	29	25	17
k__Viruses	p__	c__	o__Ligamenvirales	f__Bicaudaviridae	g__	43	28	36	25
k__Viruses	p__	c__	o__Ligamenvirales	f__Bicaudaviridae	g__Bicaudavirus	6	9	5	2
k__Viruses	p__	c__	o__Ligamenvirales	f__Corticoviridae	g__Corticovirus	0	2	2	2
k__Viruses	p__	c__	o__Ligamenvirales	f__Corticoviridae	g__Salterprovirus	2	2	2	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Fuselloviridae	g__Alphafusellovirus	9	15	9	7
k__Viruses	p__	c__	o__Ligamenvirales	f__Fuselloviridae	g__Betafusellovirus	12	11	9	9
k__Viruses	p__	c__	o__Ligamenvirales	f__Globuloviridae	g__Botybirnavirus	1	1	9	6
k__Viruses	p__	c__	o__Ligamenvirales	f__Globuloviridae	g__Globulovirus	6	10	6	5
k__Viruses	p__	c__	o__Ligamenvirales	f__Guttaviridae	g__Betaguttavirus	2	2	7	3
k__Viruses	p__	c__	o__Ligamenvirales	f__Hytrosaviridae	g__Glossinavirus	26	29	24	21
k__Viruses	p__	c__	o__Ligamenvirales	f__Hytrosaviridae	g__Muscavirus	40	35	38	33
k__Viruses	p__	c__	o__Ligamenvirales	f__Lavidaviridae	g__Mavirus	3	1	6	2
k__Viruses	p__	c__	o__Ligamenvirales	f__Lavidaviridae	g__Sputnikvirus	11	5	5	5
k__Viruses	p__	c__	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	39	36	39	25
k__Viruses	p__	c__	o__Ligamenvirales	f__Lipothrixviridae	g__Deltalipothrixvirus	5	2	5	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Lipothrixviridae	g__Gammalipothrixvirus	3	5	5	1
k__Viruses	p__	c__	o__Ligamenvirales	f__Nimaviridae	g__Whispovirus	47	47	46	38
k__Viruses	p__	c__	o__Ligamenvirales	f__Plasmaviridae	g__Plasmavirus	1	1	1	3
k__Viruses	p__	c__	o__Ligamenvirales	f__Polyomaviridae	g__	2	4	2	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Polyomaviridae	g__Alphapolyomavirus	10	2	4	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Polyomaviridae	g__Betapolyomavirus	13	2	6	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Polyomaviridae	g__Deltapolyomavirus	3	0	0	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Polyomaviridae	g__Gammapolyomavirus	1	0	2	0
k__Viruses	p__	c__	o__Ligamenvirales	f__Portogloboviridae	g__Alphaportoglobovirus	3	3	6	2
k__Viruses	p__	c__	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	43	35	23	36
k__Viruses	p__	c__	o__Ligamenvirales	f__Tectiviridae	g__Betatectivirus	2	6	1	4
k__Viruses	p__	c__	o__Ligamenvirales	f__Tectiviridae	g__Tectivirus	14	5	5	7
k__Viruses	p__	c__	o__Ligamenvirales	f__Tristromaviridae	g__Alphatristromavirus	3	6	2	2
k__Viruses	p__	c__	o__Ligamenvirales	f__Turriviridae	g__Alphaturrivirus	5	4	1	4
k__Viruses	p__	c__	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	19	13	16	11
k__Viruses	p__	c__	o__Mononegavirales	f__Filoviridae	g__Anphevirus	7	4	3	6
k__Viruses	p__	c__	o__Mononegavirales	f__Filoviridae	g__Arlivirus	0	2	0	1
k__Viruses	p__	c__	o__Mononegavirales	f__Filoviridae	g__Chengtivirus	8	8	9	2
k__Viruses	p__	c__	o__Mononegavirales	f__Filoviridae	g__Cuevavirus	2	4	2	2
k__Viruses	p__	c__	o__Mononegavirales	f__Filoviridae	g__Ebolavirus	19	10	10	11
k__Viruses	p__	c__	o__Mononegavirales	f__Filoviridae	g__Marburgvirus	8	5	2	3
k__Viruses	p__	c__	o__Mononegavirales	f__Mymonaviridae	g__Sclerotimonavirus	1	2	0	2
k__Viruses	p__	c__	o__Mononegavirales	f__Nyamiviridae	g__Nyavirus	3	2	4	4
k__Viruses	p__	c__	o__Mononegavirales	f__Nyamiviridae	g__Socyvirus	0	0	4	1
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Aquaparamyxovirus	5	5	3	2
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	45	27	53	56
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Crustavirus	1	0	1	0
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Ferlavirus	4	0	2	1
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Henipavirus	22	20	10	21
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	16	16	10	21
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	15	19	9	15
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	81	69	54	67
k__Viruses	p__	c__	o__Mononegavirales	f__Paramyxoviridae	g__Wastrivirus	1	0	5	0
k__Viruses	p__	c__	o__Mononegavirales	f__Pneumoviridae	g__Metapneumovirus	4	5	9	5
k__Viruses	p__	c__	o__Mononegavirales	f__Pneumoviridae	g__Orthopneumovirus	3	7	8	11
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__	57	62	49	56
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Almendravirus	10	7	13	12
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Curiovirus	5	6	5	9
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	22	21	23	29
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Dichorhavirus	1	5	4	0
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	27	18	20	9
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	30	24	40	43
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	26	28	19	9
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Lyssavirus	24	30	26	19
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Novirhabdovirus	17	7	10	17
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Nucleorhabdovirus	24	22	26	16
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Perhabdovirus	3	4	10	7
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Sigmavirus	6	3	2	2
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Sprivivirus	4	5	6	7
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Sripuvirus	6	13	9	6
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Tibrovirus	11	16	8	6
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Tupavirus	3	4	3	12
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Varicosavirus	3	2	0	1
k__Viruses	p__	c__	o__Mononegavirales	f__Rhabdoviridae	g__Vesiculovirus	19	24	20	20
k__Viruses	p__	c__	o__Mononegavirales	f__Sunviridae	g__Sunshinevirus	3	4	8	6
k__Viruses	p__	c__	o__Nidovirales	f__Arteriviridae	g__	13	8	5	12
k__Viruses	p__	c__	o__Nidovirales	f__Arteriviridae	g__Dipartevirus	3	3	6	3
k__Viruses	p__	c__	o__Nidovirales	f__Arteriviridae	g__Equartevirus	1	4	1	2
k__Viruses	p__	c__	o__Nidovirales	f__Arteriviridae	g__Porartevirus	10	6	9	5
k__Viruses	p__	c__	o__Nidovirales	f__Arteriviridae	g__Simartevirus	18	17	13	11
